,Open,High,Low,Close,Adj Close,Volume,sentiment,pos_score,neg_score,neu_score
2018-06-14,47.88750076293945,47.89250183105469,47.55500030517578,47.70000076293945,45.29248046875,86440400,negative,0.09978192284082373,0.6829103153819839,0.21730776534726223
2018-06-15,47.50749969482422,47.540000915527344,47.064998626708984,47.209999084472656,44.82719802856445,246876800,neutral,0.09356203116476536,0.34469822188839316,0.5617397129535675
2018-06-18,46.970001220703125,47.30500030517578,46.79999923706055,47.185001373291016,44.803470611572266,73939600,neutral,0.28180861795464385,0.1831237031146884,0.5350676711935264
2018-06-19,46.28499984741211,46.58250045776367,45.86249923706055,46.42250061035156,44.07944869995117,134314000,positive,0.3056006655097008,0.2632477783287565,0.4311515688896179
2018-06-20,46.587501525878906,46.79999923706055,46.432498931884766,46.625,44.271732330322266,82514800,neutral,0.0624188631772995,0.45886517502367496,0.4787159621094664
2018-06-21,46.8125,47.087501525878906,46.23500061035156,46.3650016784668,44.02484893798828,102847600,neutral,0.11365509095291297,0.2893102702995141,0.5970346598575512
2018-06-22,46.529998779296875,46.537498474121094,46.17499923706055,46.22999954223633,43.89666748046875,108801600,neutral,0.03765799384564161,0.029043838381767273,0.9332981407642365
2018-06-25,45.849998474121094,46.22999954223633,45.182498931884766,45.54249954223633,43.24386215209961,126652400,neutral,0.05270855501294136,0.40072927437722683,0.5465621476372083
2018-06-26,45.747501373291016,46.63249969482422,45.6349983215332,46.10749816894531,43.78034210205078,98276800,neutral,0.24433026537299157,0.010933328326791525,0.7447363644838333
2018-06-27,46.307498931884766,46.81999969482422,46.00749969482422,46.040000915527344,43.716251373291016,101141200,positive,0.6193204919497172,0.01547407234708468,0.36520542080203694
2018-06-28,46.025001525878906,46.5525016784668,45.95000076293945,46.375,44.03434753417969,69460800,neutral,0.13826507862125123,0.20982023115668977,0.651914690222059
2018-06-29,46.5724983215332,46.79750061035156,45.727500915527344,46.27750015258789,43.941768646240234,90950800,positive,0.3467508889734745,0.29487346205860376,0.358375608921051
2018-07-02,45.95500183105469,46.82500076293945,45.85499954223633,46.79499816894531,44.43314743041992,70925200,neutral,0.14809435978531837,0.016955379396677017,0.8349502563476563
2018-07-03,46.9474983215332,46.98749923706055,45.8849983215332,45.97999954223633,43.65927505493164,55819200,neutral,0.06478121876716614,0.02002999745309353,0.9151888489723206
2018-07-05,46.314998626708984,46.602500915527344,46.06999969482422,46.349998474121094,44.01061248779297,66416800,neutral,0.10042579378932714,0.42876767584433156,0.4708065272619327
2018-07-06,46.35499954223633,47.10749816894531,46.29999923706055,46.99250030517578,44.62067794799805,69940800,neutral,0.17440257966518402,0.009338149800896645,0.8162593245506287
2018-07-09,47.375,47.66999816894531,47.32500076293945,47.64500045776367,45.24025344848633,79026400,neutral,0.07105352729558945,0.016097135841846466,0.9128493666648865
2018-07-10,47.6775016784668,47.81999969482422,47.54499816894531,47.587501525878906,45.18566131591797,63756400,neutral,0.031587877621253334,0.06959825505812962,0.8988138635953268
2018-07-11,47.125,47.44499969482422,46.90250015258789,46.970001220703125,44.59931564331055,75326000,neutral,0.07092975126579404,0.30334187450353056,0.6257283743470907
2018-07-12,47.38249969482422,47.852500915527344,47.32749938964844,47.75749969482422,45.347076416015625,72164400,negative,0.15045557582440475,0.4799390765838325,0.36960537467772764
2018-07-13,47.77000045776367,47.959999084472656,47.724998474121094,47.83250045776367,45.418277740478516,50055600,neutral,0.33818050287663937,0.1388990979641676,0.5229203805327416
2018-07-16,47.880001068115234,48.162498474121094,47.60499954223633,47.727500915527344,45.318580627441406,60172400,neutral,0.3662279895506799,0.10843453707639128,0.5253374762833118
2018-07-17,47.4375,47.967498779296875,47.29999923706055,47.86249923706055,45.44676971435547,62138000,negative,0.05753028020262718,0.4841930246911943,0.45827675936743617
2018-07-18,47.94499969482422,47.95000076293945,47.48249816894531,47.599998474121094,45.197505950927734,65573600,neutral,0.025772876106202602,0.3882049061357975,0.5860222578048706
2018-07-19,47.42250061035156,48.13750076293945,47.42250061035156,47.970001220703125,45.54884719848633,81147200,negative,0.03196149691939354,0.7171164751052856,0.25092196464538574
2018-07-20,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.44441223144531,82704800,neutral,0.07755112896362941,0.34687137727936107,0.5755774453282356
2018-07-23,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.48474884033203,63957600,neutral,0.1358224146068096,0.04673713780939579,0.8174404740333557
2018-07-24,48.11249923706055,48.415000915527344,48.01250076293945,48.25,45.81471633911133,74791600,negative,0.015041697770357132,0.8543722033500671,0.13058610260486603
2018-07-25,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.24674987792969,66839600,negative,0.08662258135154843,0.5696576908230782,0.34371972270309925
2018-07-26,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.10194396972656,76304000,negative,0.1700479345396161,0.5849546041339636,0.2449974123388529
2018-07-27,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.335208892822266,96096000,positive,0.7322820445988327,0.026797786238603294,0.24092018813826144
2018-07-30,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.08121109008789,84118000,neutral,0.08228043839335442,0.1341244918294251,0.7835950776934624
2018-07-31,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.17140579223633,157492000,neutral,0.06990566104650497,0.025435108691453934,0.9046592116355896
2018-08-01,49.782501220703125,50.439998626708984,49.32749938964844,50.375,47.832462310791016,271742800,positive,0.7313120478231993,0.030442312958517244,0.23824564194572823
2018-08-02,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.23063278198242,249616000,positive,0.5287099598168299,0.3296457638257536,0.14164427944041533
2018-08-03,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.37306213378906,133789600,neutral,0.3514079576467766,0.2077525989700328,0.4408394545316696
2018-08-06,52.0,52.3125,51.76750183105469,52.26750183105469,49.62943649291992,101701600,positive,0.4470866484567523,0.08619609978049994,0.4667172469198704
2018-08-07,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.164161682128906,102349600,negative,0.03645699014887214,0.6217980414628983,0.3417449913918972
2018-08-08,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.19740676879883,90102000,negative,0.24550079531036317,0.6448234841227531,0.10967573896050453
2018-08-09,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,49.58433532714844,93970400,neutral,0.21864968165755272,0.0763681037351489,0.7049821615219116
2018-08-10,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.4366340637207,98444800,neutral,0.040336013212800025,0.06274947337806225,0.8969144940376281
2018-08-13,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,49.755855560302734,103563600,neutral,0.045904725790023804,0.030293652521712438,0.9238016605377197
2018-08-14,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,49.96548080444336,82992000,neutral,0.01662398735061288,0.46185845136642456,0.5215175524353981
2018-08-15,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.08220291137695,115230400,negative,0.2575871457811445,0.4808162645203993,0.26159657584503293
2018-08-16,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,50.815914154052734,114001600,positive,0.7846454083919525,0.02455785358324647,0.19079674780368805
2018-08-17,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,51.83070373535156,141708000,negative,0.025560365989804268,0.9044694900512695,0.06997010111808777
2018-08-20,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.3256950378418,121150800,neutral,0.25543631613254547,0.24329966213554144,0.5012640058994293
2018-08-21,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.22563552856445,104639200,negative,0.043088901011894144,0.5542036935997506,0.4027073699980974
2018-08-22,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.22801208496094,76072400,positive,0.6005466878414154,0.009212496690452099,0.390240790322423
2018-08-23,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,51.33283615112305,75532800,negative,0.2911653095442388,0.40682242976294625,0.30201227010952103
2018-08-24,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,51.49243927001953,73905600,neutral,0.053198850713670254,0.2183829003944993,0.7284182548522949
2018-08-27,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,51.91645431518555,82100400,neutral,0.07097155228257179,0.15405365219339728,0.7749747633934021
2018-08-28,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,52.33570861816406,91107200,neutral,0.3738213740289211,0.041673033187786736,0.5845055878162384
2018-08-29,55.037498474121094,55.872501373291016,54.852500915527344,55.744998931884766,53.1170539855957,109019200,neutral,0.22717607766389847,0.07923036254942417,0.6935935616493225
2018-08-30,55.8125,57.064998626708984,55.599998474121094,56.25749969482422,53.60538864135742,195175200,neutral,0.2299092933535576,0.01630480634048581,0.7537859082221985
2018-08-31,56.627498626708984,57.217498779296875,56.5,56.907501220703125,54.22475814819336,173360400,neutral,0.15471832693687507,0.06973323365673423,0.7755484184516328
2018-09-04,57.102500915527344,57.29499816894531,56.657501220703125,57.09000015258789,54.39865493774414,109560400,negative,0.18559284152134375,0.4347628547316965,0.37964431656634107
2018-09-05,57.247501373291016,57.41749954223633,56.275001525878906,56.717498779296875,54.04371643066406,133332000,negative,0.39003411047160624,0.39522025641053915,0.21474563777446748
2018-09-06,56.557498931884766,56.837501525878906,55.32500076293945,55.775001525878906,53.14564895629883,137160000,neutral,0.359379961155355,0.13940822798758745,0.5012118741869926
2018-09-07,55.462501525878906,56.342498779296875,55.1775016784668,55.32500076293945,52.716861724853516,150479200,neutral,0.05230789134899775,0.019350603533287842,0.9283415277798971
2018-09-10,55.23749923706055,55.462501525878906,54.11750030517578,54.58250045776367,52.009361267089844,158066000,negative,0.12385781155899167,0.46034574625082314,0.41579646117646585
2018-09-11,54.502498626708984,56.07500076293945,54.13999938964844,55.962501525878906,53.32429885864258,142996000,negative,0.34924753496630323,0.49514015996828675,0.15561229642480612
2018-09-12,56.23500061035156,56.25,54.959999084472656,55.26750183105469,52.662078857421875,197114800,positive,0.6068553893516461,0.07155442509489755,0.3215901870280504
2018-09-13,55.880001068115234,57.087501525878906,55.64250183105469,56.602500915527344,53.934139251708984,166825600,neutral,0.20167819819733745,0.26632187117013284,0.5319999308310083
2018-09-14,56.4375,56.709999084472656,55.630001068115234,55.959999084472656,53.321922302246094,127997200,positive,0.5184420353823131,0.13752622881363477,0.34403175464080227
2018-09-17,55.537498474121094,55.73749923706055,54.317501068115234,54.470001220703125,51.902164459228516,148780400,neutral,0.07570397085510194,0.24262457760050893,0.6816714350134134
2018-09-18,54.4474983215332,55.462501525878906,54.279998779296875,54.560001373291016,51.9879264831543,126286800,negative,0.04683584225131199,0.5460784248425625,0.4070857373299077
2018-09-19,54.625,54.904998779296875,53.82500076293945,54.592498779296875,52.018898010253906,108495200,neutral,0.17799570169299841,0.24827598393894731,0.5737283036112786
2018-09-20,55.060001373291016,55.56999969482422,54.787498474121094,55.00749969482422,52.41432571411133,106435200,neutral,0.11730512604117393,0.05266687801728646,0.8300279974937439
2018-09-21,55.19499969482422,55.34000015258789,54.3224983215332,54.415000915527344,51.84975814819336,384986800,neutral,0.15981373190879822,0.015058771707117558,0.8251274824142456
2018-09-24,54.20500183105469,55.314998626708984,54.157501220703125,55.1974983215332,52.595359802246094,110773600,neutral,0.05754936602897942,0.2720392581541091,0.6704113986343145
2018-09-25,54.9375,55.70500183105469,54.92499923706055,55.54750061035156,52.928863525390625,98217600,neutral,0.21564011379248565,0.14021094940188858,0.6441489228357872
2018-09-26,55.25,55.9375,54.939998626708984,55.10499954223633,52.50723648071289,95938800,negative,0.11077149871450204,0.5292045835119027,0.3600239232182503
2018-09-27,55.95500183105469,56.61000061035156,55.8849983215332,56.23749923706055,53.586334228515625,120724800,neutral,0.3210653414328893,0.06118695717304945,0.6177477339903513
2018-09-28,56.1974983215332,56.459999084472656,56.005001068115234,56.435001373291016,53.77452850341797,91717600,positive,0.5995865156874061,0.03488063212716952,0.3655328506138176
2018-10-01,56.98749923706055,57.35499954223633,56.587501525878906,56.814998626708984,54.13661193847656,94403200,negative,0.20837386697530746,0.4333677279452483,0.35825837155183154
2018-10-02,56.8125,57.5,56.657501220703125,57.31999969482422,54.6178092956543,99152800,negative,0.05273270094767213,0.4967457378904025,0.4505215560396512
2018-10-03,57.51250076293945,58.36750030517578,57.44499969482422,58.01750183105469,55.282432556152344,114619200,positive,0.5243637350698312,0.015306048172836503,0.4603302093843619
2018-10-04,57.69499969482422,58.087501525878906,56.682498931884766,56.997501373291016,54.31051254272461,128168000,positive,0.27137769510348636,0.19846785006423792,0.5301544318596522
2018-10-05,56.9900016784668,57.102500915527344,55.14500045776367,56.0724983215332,53.42911911010742,134322000,neutral,0.023844663007184862,0.47710350453853606,0.49905179496854546
2018-10-08,55.5525016784668,56.20000076293945,55.04999923706055,55.942501068115234,53.305240631103516,118655600,neutral,0.03846280208478371,0.38118038767327866,0.5803568005561829
2018-10-09,55.90999984741211,56.817501068115234,55.5625,56.717498779296875,54.04371643066406,107564000,neutral,0.1252717406799396,0.20557690287629762,0.6691513856252035
2018-10-10,56.3650016784668,56.587501525878906,54.01250076293945,54.09000015258789,51.54008102416992,167962400,neutral,0.2222779467701912,0.012695098295807838,0.7650269567966461
2018-10-11,53.630001068115234,54.875,53.08000183105469,53.61249923706055,51.0850944519043,212497600,neutral,0.054135145619511604,0.02068068110384047,0.9251841902732849
2018-10-12,55.10499954223633,55.720001220703125,54.209999084472656,55.52750015258789,52.90981674194336,161351600,neutral,0.3976454417221248,0.10502119087614119,0.4973333810456097
2018-10-15,55.290000915527344,55.45750045776367,54.317501068115234,54.34000015258789,51.778297424316406,123164000,negative,0.015699459239840508,0.8185724020004272,0.1657281070947647
2018-10-16,54.73249816894531,55.747501373291016,54.189998626708984,55.537498474121094,52.91933059692383,116736000,negative,0.11442182441665368,0.5091740407726981,0.3764041033996777
2018-10-17,55.57500076293945,55.65999984741211,54.834999084472656,55.29750061035156,52.69065475463867,91541600,negative,0.13021256949286908,0.4714724461082369,0.3983149800915271
2018-10-18,54.46500015258789,54.935001373291016,53.25,54.005001068115234,51.45908737182617,130325200,neutral,0.23571902296195427,0.16114158276468515,0.6031393756469091
2018-10-19,54.51499938964844,55.314998626708984,54.35749816894531,54.82749938964844,52.24280548095703,132314800,neutral,0.05525900237262249,0.019429598934948444,0.925311416387558
2018-10-22,54.9474983215332,55.84000015258789,54.73500061035156,55.162498474121094,52.562007904052734,115168400,neutral,0.1650610083921088,0.3133194523139132,0.5216195438471105
2018-10-23,53.95750045776367,55.8125,53.67499923706055,55.682498931884766,53.05750274658203,155071200,neutral,0.19809807930141687,0.07685821503400803,0.7250437339146932
2018-10-24,55.650001525878906,56.057498931884766,53.6349983215332,53.772499084472656,51.237545013427734,163702000,neutral,0.08806556649506092,0.23893074155785143,0.673003688454628
2018-10-25,54.4275016784668,55.345001220703125,54.1875,54.95000076293945,52.359535217285156,119423200,negative,0.018899543210864067,0.5577852775653204,0.42331518046557903
2018-10-26,53.974998474121094,55.04750061035156,53.16749954223633,54.07500076293945,51.52578353881836,189033600,neutral,0.05581109970808029,0.3533112406730652,0.5908777117729187
2018-10-29,54.79750061035156,54.92250061035156,51.522499084472656,53.060001373291016,50.55863571166992,183742000,neutral,0.08915791660547256,0.27071189880371094,0.6401302119096121
2018-10-30,52.787498474121094,53.79499816894531,52.317501068115234,53.32500076293945,50.81114959716797,146640000,neutral,0.0,0.0,0.0
2018-10-31,54.220001220703125,55.11249923706055,54.154998779296875,54.71500015258789,52.1356201171875,153435600,neutral,0.2816894610412419,0.02800664254464209,0.6903039075434207
2018-11-01,54.76250076293945,55.59000015258789,54.20249938964844,55.55500030517578,52.936012268066406,233292800,neutral,0.15052678855136037,0.0935123385861516,0.7559608668088913
2018-11-02,52.38750076293945,53.412498474121094,51.35749816894531,51.869998931884766,49.42473602294922,365314800,negative,0.16166222303667488,0.5897880911224467,0.24854968206080444
2018-11-05,51.07500076293945,51.09749984741211,49.54249954223633,50.397499084472656,48.02165985107422,264654800,negative,0.2371162453459369,0.609656619011528,0.1532271302615603
2018-11-06,50.47999954223633,51.18000030517578,50.42250061035156,50.942501068115234,48.54096603393555,127531600,negative,0.09578892523422837,0.7334402769804,0.1707707753404975
2018-11-07,51.49250030517578,52.51499938964844,51.032501220703125,52.48749923706055,50.01313400268555,133697600,negative,0.08440320752561092,0.63743054587394,0.2781662563793361
2018-11-08,52.494998931884766,52.529998779296875,51.6875,52.122501373291016,49.83863067626953,101450400,neutral,0.03403091194251409,0.4075121756356496,0.5584569205171787
2018-11-09,51.38750076293945,51.502498626708984,50.5625,51.11750030517578,48.87765884399414,137463200,negative,0.12396762706339359,0.5020151524804533,0.37401720974594355
2018-11-12,49.75,49.962501525878906,48.4474983215332,48.54249954223633,46.41548538208008,204542000,positive,0.3842661741914021,0.35951095747037065,0.25622290186583996
2018-11-13,47.907501220703125,49.29499816894531,47.86249923706055,48.057498931884766,45.95174026489258,187531600,negative,0.06972832594894701,0.7725054731385576,0.15776620774219433
2018-11-14,48.474998474121094,48.619998931884766,46.48249816894531,46.70000076293945,44.65373229980469,243204000,negative,0.2698090550256893,0.6171534536406398,0.11303750751540065
2018-11-15,47.09749984741211,47.99250030517578,46.724998474121094,47.852500915527344,45.75572967529297,185915200,negative,0.11652908014024005,0.545489663586897,0.33798127511844916
2018-11-16,47.625,48.74250030517578,47.3650016784668,48.38249969482422,46.262508392333984,147713200,negative,0.21534640730048218,0.3958819357988735,0.38877165534844
2018-11-19,47.5,47.67499923706055,46.247501373291016,46.46500015258789,44.429012298583984,167701200,neutral,0.0,0.0,0.0
2018-11-20,44.592498779296875,45.36750030517578,43.877498626708984,44.244998931884766,42.30629348754883,271300800,negative,0.019254924859418425,0.8899090315193631,0.09083604470415171
2018-11-21,44.932498931884766,45.067501068115234,44.13750076293945,44.19499969482422,42.258487701416016,124496800,negative,0.030954515428415368,0.5611575027661664,0.40788794069417883
2018-11-23,43.73500061035156,44.150001525878906,43.025001525878906,43.0724983215332,41.18516540527344,94496000,positive,0.42199952848669553,0.23392388659218946,0.3440765752974484
2018-11-26,43.560001373291016,43.73749923706055,42.564998626708984,43.654998779296875,41.74214553833008,179994000,neutral,0.044419899582862854,0.09907598793506622,0.8565040826797485
2018-11-27,42.877498626708984,43.692501068115234,42.720001220703125,43.560001373291016,41.651309967041016,165549600,positive,0.46040891088983593,0.2820445071796284,0.2575465756304124
2018-11-28,44.182498931884766,45.3224983215332,43.73249816894531,45.23500061035156,43.25292205810547,184250000,negative,0.3148938840255141,0.37622698675841093,0.3088791389018297
2018-11-29,45.665000915527344,45.70000076293945,44.42499923706055,44.88750076293945,42.92064666748047,167080000,neutral,0.229147057980299,0.09765837900340557,0.6731945872306824
2018-11-30,45.0724983215332,45.08250045776367,44.25749969482422,44.64500045776367,42.688758850097656,158126000,neutral,0.12995760847947427,0.3812117986381054,0.4888305613504989
2018-12-03,46.1150016784668,46.23500061035156,45.3025016784668,46.20500183105469,44.180416107177734,163210000,neutral,0.4374688472598791,0.01997918216511607,0.5425519272685051
2018-12-04,45.23749923706055,45.59749984741211,44.067501068115234,44.17250061035156,42.23697280883789,165377200,neutral,0.27160445414483547,0.1926858608743974,0.5357096924313477
2018-12-06,42.939998626708984,43.69499969482422,42.60499954223633,43.68000030517578,41.766056060791016,172393600,neutral,0.08826410313221542,0.2960502810945565,0.6156856417655945
2018-12-07,43.372501373291016,43.622501373291016,42.07500076293945,42.122501373291016,40.276798248291016,169126400,neutral,0.38164037046954036,0.13803136482601985,0.4803282495122403
2018-12-10,41.25,42.522499084472656,40.83250045776367,42.400001525878906,40.54213333129883,248104000,neutral,0.1778139521678289,0.047575708789130054,0.7746103207270304
2018-12-11,42.915000915527344,42.9474983215332,41.75,42.157501220703125,40.310264587402344,189126800,negative,0.05475306432498129,0.8455188117529217,0.0997281264709799
2018-12-12,42.599998474121094,42.97999954223633,42.255001068115234,42.275001525878906,40.42261505126953,142510800,negative,0.1089781166985631,0.6367334984242916,0.2542883655056357
2018-12-13,42.622501373291016,43.14250183105469,42.38750076293945,42.73749923706055,40.864845275878906,127594400,neutral,0.08848317712545395,0.017976585775613785,0.8935402631759644
2018-12-14,42.25,42.27000045776367,41.31999969482422,41.369998931884766,39.557254791259766,162814800,neutral,0.4725206453585997,0.06831779988715425,0.45916156843304634
2018-12-17,41.36249923706055,42.087501525878906,40.682498931884766,40.98500061035156,39.18913650512695,177151600,negative,0.09351204579266217,0.638298218496717,0.268189723101946
2018-12-18,41.345001220703125,41.88249969482422,41.09749984741211,41.51750183105469,39.69831085205078,135366000,neutral,0.03982507437467575,0.32746727019548416,0.6327076554298401
2018-12-19,41.5,41.86249923706055,39.772499084472656,40.22249984741211,38.46004867553711,196189200,negative,0.09441994177177548,0.47899962635710835,0.42658045142889023
2018-12-20,40.099998474121094,40.52750015258789,38.82500076293945,39.20750045776367,37.489532470703125,259092000,neutral,0.0,0.0,0.0
2018-12-21,39.21500015258789,39.540000915527344,37.407501220703125,37.682498931884766,36.031349182128906,382978400,negative,0.03226305208290401,0.8187940160379462,0.14894293240554954
2018-12-24,37.037498474121094,37.88750076293945,36.647499084472656,36.70750045776367,35.09906768798828,148676800,neutral,0.0,0.0,0.0
2018-12-26,37.07500076293945,39.307498931884766,36.68000030517578,39.29249954223633,37.57080841064453,234330000,neutral,0.07688558846712112,0.3266795873641968,0.5964348316192627
2018-12-27,38.959999084472656,39.192501068115234,37.51750183105469,39.037498474121094,37.32697296142578,212468400,neutral,0.01795467548072338,0.1554577499628067,0.8265876173973083
2018-12-28,39.375,39.630001068115234,38.63750076293945,39.057498931884766,37.34609603881836,169165600,neutral,0.13799035549163818,0.009153816848993301,0.8528558015823364
2018-12-31,39.63249969482422,39.84000015258789,39.119998931884766,39.435001373291016,37.707061767578125,140014000,neutral,0.029615839943289757,0.10770802944898605,0.862676203250885
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.75008773803711,148158800,negative,0.014632589183747768,0.8949761390686035,0.09039127826690674
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,33.989898681640625,365248800,negative,0.02005974723336597,0.9198398639758428,0.06010041758418083
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.44089889526367,234428400,negative,0.08550979320891201,0.8072260199859739,0.10726419307291507
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.36201095581055,219111200,negative,0.1599096581339836,0.5925842401105911,0.24750608280301095
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.03612518310547,164101200,positive,0.5746407210826874,0.06267530214972794,0.3626839518547058
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.64808654785156,180396400,positive,0.4808776288160256,0.18105522257142834,0.33806716331413816
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.76521301269531,143122800,negative,0.1590605016099289,0.5142891765281092,0.3266503266058862
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.404258728027344,108092800,neutral,0.14305759500712156,0.3683328405022621,0.4886095244437456
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.856842041015625,129756800,neutral,0.22149761993851927,0.17004100781761938,0.6084613764865531
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.59070587158203,114843600,negative,0.24779555387794971,0.5226484291255474,0.22955605313181876
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.0377197265625,122278800,negative,0.0485415229839938,0.6374981763240483,0.313960316990103
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.257652282714844,119284800,negative,0.22509516651431719,0.4851958028351267,0.28970905238141614
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.48713684082031,135004000,negative,0.00881175638642162,0.9434269666671753,0.047761290799826384
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.64569091796875,121576000,negative,0.11910582159180194,0.7107553950045258,0.17013878002762794
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.79390335083008,92522400,neutral,0.23294576505819956,0.13154932980736098,0.6355049014091492
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.50226593017578,101766000,neutral,0.0838882103562355,0.01965426653623581,0.8964575529098511
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.71184158325195,134142000,negative,0.014112854260019958,0.7617171853780746,0.22416994627565145
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.36284255981445,104768400,negative,0.3115365693811327,0.3592339282622561,0.3292294847778976
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,36.97556686401367,166348800,neutral,0.15073284786194563,0.23117001689970493,0.6180971249938011
